time,seconds_elapsed,z,y,x
1771525731178453800,0.132453857421875,0.058589499443769455,-0.08042740821838379,-0.0624510794878006
1771525731188454100,0.1424541015625,0.034088436514139175,-0.015446322970092297,-0.0294279083609581
1771525731228460500,0.18246044921875,-0.030892645940184593,0.04314317926764488,0.061119500547647476
1771525731258470000,0.212469970703125,0.010652636177837849,-0.030360013246536255,0.024900536984205246
1771525731268473900,0.222473876953125,0.03195790946483612,-0.05273054912686348,0.014247900806367397
1771525731278478000,0.23247802734375,0.045806337147951126,-0.06870950758457184,0.00892158318310976
1771525731298487000,0.252487060546875,0.050067391246557236,-0.042077913880348206,-0.0294279083609581
1771525731348504800,0.3025048828125,0.022370535880327225,0.04314317926764488,0.012117373757064342
1771525731358507500,0.312507568359375,0.02024000883102417,0.046338967978954315,0.00892158318310976
1771525731388515600,0.342515625,0.0031957910396158695,0.03142527863383293,0.005725792143493891
1771525731398518300,0.352518310546875,0.005326318088918924,0.01651158556342125,0.01850895583629608
1771525731408521000,0.36252099609375,0.010652636177837849,0.00798947736620903,0.029161592945456505
1771525731418523600,0.372523681640625,0.010652636177837849,0.0037284228019416332,0.030226856470108032
1771525731428526300,0.3825263671875,0.008522109128534794,0.0037284228019416332,0.01850895583629608
1771525731438529000,0.392529052734375,0.004261054564267397,0.004793686326593161,0.0035952648613601923
1771525731448531700,0.40253173828125,-0.004261054564267397,0.0005326318205334246,-0.004926844500005245
1771525731458534400,0.412534423828125,-0.010652636177837849,-0.015446322970092297,-0.010253162123262882
1771525731468537300,0.422537353515625,-0.012783164158463478,-0.042077913880348206,-0.02090579830110073
1771525731478540000,0.4325400390625,-0.006391582079231739,-0.0516652874648571,-0.02197106182575226
1771525731488542700,0.442542724609375,-0.0074568456038832664,-0.038882121443748474,-0.009187898598611355
1771525731498545400,0.45254541015625,-0.019174745306372643,-0.013315795920789242,0.0025300011038780212
1771525731508548000,0.462548095703125,-0.02769685536623001,0.025033695623278618,0.012117373757064342
1771525731518550800,0.47255078125,-0.02769685536623001,0.05592634156346321,0.02277000993490219
1771525731528553500,0.482553466796875,-0.0330231711268425,0.08149266988039017,0.03129211813211441
1771525731538556200,0.49255615234375,-0.04474107176065445,0.1038632020354271,0.03129211813211441
1771525731548558800,0.502558837890625,-0.045806337147951126,0.1368863731622696,0.024900536984205246
1771525731558561300,0.512561279296875,-0.042610544711351395,0.1603221744298935,0.01957421936094761
1771525731568564000,0.52256396484375,-0.05326318368315697,0.17204007506370544,0.020639482885599136
1771525731578566700,0.532566650390625,-0.05965476483106613,0.18695376813411713,0.028096329420804977
1771525731588569300,0.5425693359375,-0.061785291880369186,0.16245271265506744,0.033422645181417465
1771525731598572000,0.552572021484375,-0.061785291880369186,0.10492847114801407,0.029161592945456505
1771525731608574700,0.56257470703125,-0.046871598809957504,0.054861076176166534,0.03768370300531387
1771525731618577400,0.572577392578125,-0.029827382415533066,0.022903168573975563,0.0504668653011322
1771525731628580000,0.582580078125,-0.02769685536623001,0.021837905049324036,0.06325002759695053
1771525731638582500,0.59258251953125,-0.011717899702489376,0.033555805683135986,0.08562056720256805
1771525731648585200,0.602585205078125,-0.010652636177837849,0.04527370631694794,0.07070687413215637
1771525731658588000,0.612587890625,0.005326318088918924,0.03675159439444542,0.04620581120252609
1771525731668590600,0.622590576171875,0.02024000883102417,0.020772641524672508,0.01850895583629608
1771525731678593300,0.63259326171875,0.02769685536623001,0.018642114475369453,-0.010253162123262882
1771525731688596000,0.642595947265625,0.026631591841578484,0.020772641524672508,-0.035819489508867264
1771525731698598700,0.6525986328125,0.014913691207766533,0.015446322970092297,-0.056059498339891434
1771525731708601300,0.662601318359375,0.011717899702489376,0.011185267940163612,-0.056059498339891434
1771525731718603800,0.672603759765625,0.012783164158463478,0.011185267940163612,-0.039015281945466995
1771525731728606500,0.6826064453125,0.006391582079231739,-0.0015978955198079348,-0.028362644836306572
1771525731738609200,0.692609130859375,0.006391582079231739,-0.0005326318205334246,-0.02516685426235199
1771525731748611800,0.70261181640625,0.017044218257069588,0.020772641524672508,-0.01664474420249462
1771525731758614500,0.712614501953125,0.0021305272821336985,0.0655137151479721,-0.02090579830110073
1771525731768617200,0.7226171875,-0.006391582079231739,0.12303794920444489,-0.004926844500005245
1771525731778620000,0.732619873046875,-0.014913691207766533,0.10173267871141434,-0.012383690103888512
1771525731788622600,0.74262255859375,-0.0021305272821336985,0.026098959147930145,-0.051798444241285324
1771525731798625300,0.752625244140625,0.03941475600004196,-0.058056868612766266,-0.07843003422021866
1771525731808628000,0.7626279296875,0.06072002649307251,-0.1038632020354271,-0.09440898895263672
1771525731818630700,0.772630615234375,0.06391581892967224,-0.11132004857063293,-0.0954742506146431
1771525731828633300,0.78263330078125,0.05965476483106613,-0.06444845348596573,-0.06458161026239395
1771525731838636000,0.792635986328125,0.034088436514139175,-0.006924213841557503,-0.047537390142679214
1771525731848638700,0.802638671875,0.02450106292963028,-0.017576850950717926,-0.023036325350403786
1771525731858641700,0.8126416015625,0.02769685536623001,-0.021837905049324036,-0.0006657897611148655
1771525731868644400,0.822644287109375,0.010652636177837849,-0.009054740890860558,0.021704746410250664
1771525731878647000,0.83264697265625,-0.01597895473241806,-0.0015978955198079348,0.0270310640335083
1771525731888649700,0.842649658203125,-0.022370535880327225,-0.01438105944544077,0.033422645181417465
1771525731898652400,0.85265234375,-0.022370535880327225,-0.011185267940163612,0.03981423005461693
1771525731908655000,0.862655029296875,-0.026631591841578484,-0.013315795920789242,0.033422645181417465
1771525731918657800,0.87265771484375,-0.02450106292963028,-0.026098959147930145,0.029161592945456505
1771525731928660500,0.882660400390625,-0.017044218257069588,-0.03142527863383293,0.030226856470108032
1771525731938663200,0.8926630859375,-0.017044218257069588,-0.030360013246536255,0.017443692311644554
1771525731948665900,0.902665771484375,-0.018109481781721115,-0.010120004415512085,0.00892158318310976
1771525731958668500,0.91266845703125,-0.02769685536623001,0.0516652874648571,0.021704746410250664
1771525731968671200,0.922671142578125,-0.04793686419725418,0.11025478690862656,0.02383527345955372
1771525731978674200,0.932674072265625,-0.066046342253685,0.1411474347114563,0.02277000993490219
1771525731988676900,0.9426767578125,-0.07243792712688446,0.13369058072566986,0.0270310640335083
1771525731998679600,0.952679443359375,-0.08096003532409668,0.1038632020354271,0.030226856470108032
1771525732008682200,0.96268212890625,-0.07882951200008392,0.0516652874648571,0.03129211813211441
1771525732018685000,0.972684814453125,-0.05113265663385391,-0.02396843209862709,0.03448791056871414
1771525732028687600,0.9826875,-0.04048001766204834,-0.09214530140161514,0.03555317223072052
1771525732038690300,0.992690185546875,-0.026631591841578484,-0.11877689510583878,0.01957421936094761
1771525732048693000,1.00269287109375,-0.009587372653186321,-0.11238531768321991,0.016378428786993027
1771525732058695700,1.01269580078125,0.0021305272821336985,-0.08149266988039017,0.01850895583629608
1771525732068698400,1.022698486328125,0.005326318088918924,-0.04420844092965126,0.007856319658458233
1771525732078701000,1.032701171875,0.0074568456038832664,-0.013315795920789242,-0.008122635073959827
1771525732088703700,1.042703857421875,0.012783164158463478,-0.010120004415512085,-0.014514217153191566
1771525732098706400,1.05270654296875,0.012783164158463478,-0.01438105944544077,-0.014514217153191566
1771525732108709400,1.06270947265625,0.009587372653186321,-0.021837905049324036,-0.013448953628540039
1771525732118712000,1.072712158203125,0.006391582079231739,-0.0282294861972332,-0.009187898598611355
1771525732128714800,1.08271484375,0,-0.026098959147930145,-0.0006657897611148655
1771525732138717400,1.092717529296875,-0.006391582079231739,-0.018642114475369453,0.0003994738799519837
1771525732148720000,1.10272021484375,-0.009587372653186321,-0.01970737800002098,-0.0006657897611148655
1771525732158722800,1.112722900390625,0,-0.025033695623278618,0.005725792143493891
1771525732168725500,1.1227255859375,0.009587372653186321,-0.027164222672581673,0.007856319658458233
1771525732178728200,1.132728271484375,0.017044218257069588,-0.04846949502825737,-0.005992108024656773
1771525732188731000,1.14273095703125,0.026631591841578484,-0.07297056168317795,-0.019840534776449203
1771525732198733600,1.152733642578125,0.0330231711268425,-0.07403582334518433,-0.027297381311655045
1771525732208736300,1.162736328125,0.02876211889088154,-0.06444845348596573,-0.01664474420249462
1771525732218739000,1.172739013671875,0.021305272355675697,-0.06018739566206932,-0.0017310534603893757
1771525732228742000,1.182741943359375,0.019174745306372643,-0.06870950758457184,0.001464737462811172
1771525732238744600,1.19274462890625,0.023435799404978752,-0.0751010850071907,-0.010253162123262882
1771525732248747300,1.202747314453125,0.014913691207766533,-0.07616634666919708,-0.0294279083609581
1771525732258750000,1.21275,0.009587372653186321,-0.06444845348596573,-0.04221107065677643
1771525732268752600,1.222752685546875,0.004261054564267397,-0.04953476041555405,-0.04114580899477005
1771525732278755300,1.23275537109375,-0.0010652636410668492,-0.026098959147930145,-0.024101590737700462
1771525732288758000,1.242758056640625,-0.008522109128534794,0.005858949851244688,-0.004926844500005245
1771525732298760700,1.2527607421875,-0.018109481781721115,0.038882121443748474,0.005725792143493891
1771525732308763400,1.262763427734375,-0.022370535880327225,0.05273054912686348,0.014247900806367397
1771525732318766000,1.27276611328125,-0.025566328316926956,0.054861076176166534,0.01318263728171587
1771525732328768800,1.282768798828125,-0.03195790946483612,0.05699160322546959,0.0153131652623415
1771525732338771500,1.292771484375,-0.03941475600004196,0.0655137151479721,0.02277000993490219
1771525732348774100,1.302774169921875,-0.045806337147951126,0.05592634156346321,0.020639482885599136
1771525732358777000,1.312777099609375,-0.042610544711351395,0.029294749721884727,0.00892158318310976
1771525732368779800,1.32277978515625,-0.03195790946483612,-0.004793686326593161,-0.012383690103888512
1771525732378782500,1.332782470703125,-0.02450106292963028,-0.022903168573975563,-0.02516685426235199
