time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1771525745682012200,14.63601220703125,27.86798095703125,0.19042174518108368,0.6711258292198181,9.003999710083008,1.420890212059021,344.1006774902344,5,-74.434681,40.5205535
1771525746177295600,15.131295654296874,27.397245407104492,0.23764370381832123,0.6711258292198181,8.864999771118164,1.4239128828048706,344.37994384765625,5,-74.4346839,40.5205609
1771525746615675400,15.56967529296875,21.828964233398438,0.2068130373954773,0.6776272058486938,6.929999828338623,1.404140830039978,344.0068664550781,5,-74.4346877,40.5205688
1771525746700907500,15.654907470703124,21.79187774658203,0.2068130373954773,0.6776272058486938,6.8520002365112305,1.4037067890167236,344.1133728027344,5,-74.4346888,40.5205707
1771525747138804500,16.092804443359373,22.05663299560547,0.2517525851726532,0.6776272058486938,6.804999828338623,1.4094082117080688,345.225341796875,5,-74.4346912,40.5205768
1771525747615811600,16.5698115234375,18.64927101135254,0.2076845020055771,0.6841279864311218,6.673999786376953,1.4072543382644653,346.41741943359375,5,-74.4346941,40.5205845
1771525747940025900,16.89402587890625,18.72748565673828,0.2076845020055771,0.6841279864311218,6.598999977111816,1.4072201251983643,347.37835693359375,5,-74.4346958,40.5205894
1771525748481055700,17.4350556640625,18.520658493041992,0.25172290205955505,0.6841279864311218,6.48199987411499,1.4119374752044678,348.2105407714844,5,-74.4346979,40.5205969
1771525748615456800,17.569456787109374,15.606557846069336,0.2002507895231247,0.6906487941741943,6.394000053405762,1.4222619533538818,348.3285827636719,5,-74.4346986,40.5205997
1771525748937299700,17.8912998046875,15.665986061096191,0.2002507895231247,0.6906487941741943,6.202000141143799,1.4230707883834839,348.2299499511719,5,-74.4346999,40.5206046
1771525749461190000,18.41518994140625,15.992505073547363,0.2497628927230835,0.6906487941741943,6.019999980926514,1.429194450378418,348.2812805175781,5,-74.434702,40.5206121
1771525749633373700,18.587373779296875,16.262657165527344,0.23314286768436432,0.697222113609314,5.947000026702881,1.3941324949264526,348.8067321777344,4.300000190734863,-74.4347024,40.5206146
1771525749918340900,18.8723408203125,11.395631790161133,0.21474994719028473,0.697222113609314,5.738999843597412,1.477864384651184,350.1808776855469,4.300000190734863,-74.4347031,40.5206229
1771525750426520300,19.380520263671876,11.820354461669922,0.2527826428413391,0.697222113609314,5.492000102996826,1.4742602109909058,350.6364440917969,4.300000190734863,-74.4347046,40.5206326
1771525750615944000,19.56994384765625,9.79333209991455,0.20267286896705627,0.7037248611450195,5.296000003814697,1.5083799362182617,352.03106689453125,4.300000190734863,-74.4347047,40.5206386
1771525750932475100,19.88647509765625,9.76150131225586,0.20267286896705627,0.7037248611450195,5.1020002365112305,1.5103018283843994,352.4393310546875,4.300000190734863,-74.4347052,40.5206452
1771525751427220000,20.381219970703125,9.682027816772461,0.24543127417564392,0.7037248611450195,4.888999938964844,1.5108667612075806,351.1602478027344,4.300000190734863,-74.4347063,40.5206537
1771525751633893600,20.5878935546875,9.88800048828125,0.2410254329442978,0.710222065448761,4.815999984741211,1.3922189474105835,348.4452819824219,5,-74.4347067,40.5206565
1771525751931121200,20.88512109375,8.956130027770996,0.20339472591876984,0.710222065448761,4.584000110626221,1.3844963312149048,346.38836669921875,5,-74.4347068,40.5206616
1771525752430052600,21.384052490234374,9.628689765930176,0.24954169988632202,0.710222065448761,4.396999835968018,1.3775866031646729,338.6138610839844,5,-74.4347087,40.5206685
1771525752634154000,21.588154052734374,9.667145729064941,0.22850987315177917,0.7167252898216248,4.270999908447266,1.3014181852340698,335.2666931152344,5,-74.4347098,40.5206706
1771525752908927500,21.862927490234377,9.396586418151855,0.20453821122646332,0.7167252898216248,4.190999984741211,1.3056998252868652,334.5871276855469,5,-74.4347101,40.5206745
1771525753432379400,22.38637939453125,10.02415943145752,0.25208643078804016,0.7167252898216248,4.046000003814697,1.3112305402755737,331.9396667480469,5,-74.4347128,40.520681
1771525753634412500,22.58841259765625,10.165291786193848,0.24425731599330902,0.7232198119163513,3.884000062942505,1.257652997970581,331.8971862792969,5,-74.4347138,40.5206829
1771525753908473900,22.862473876953125,10.338167190551758,0.2158758044242859,0.7232198119163513,3.755000114440918,1.2655127048492432,333.9266662597656,5,-74.4347133,40.5206863
1771525754409075500,23.363075439453127,10.096319198608398,0.24783802032470703,0.7232198119163513,3.615000009536743,1.2685524225234985,337.9062194824219,5,-74.4347153,40.5206923
1771525754615739400,23.569739501953126,9.852798461914062,0.2043306827545166,0.7297233939170837,3.303999900817871,1.2424139976501465,343.44732666015625,5,-74.4347119,40.5206943
1771525754950545000,23.904544921875,8.912463188171387,0.2043306827545166,0.7297233939170837,3.252000093460083,1.2409946918487549,347.0616149902344,5,-74.4347107,40.5206982
1771525755390074400,24.344074462890624,9.57009506225586,0.2436894029378891,0.7297233939170837,3.240999937057495,1.2434115409851074,351.3709716796875,5,-74.4347106,40.5207036
1771525755634927600,24.588927734375,9.789844512939453,0.22769296169281006,0.7362238764762878,3.184999942779541,1.1832696199417114,352.404541015625,5,-74.4347102,40.5207061
1771525755911995000,24.865994873046876,9.64786148071289,0.22190524637699127,0.7362238764762878,3.1730000972747803,1.4694031476974487,356.29815673828125,5,-74.4347065,40.5207119
1771525756391840500,25.345840576171874,9.365297317504883,0.253469854593277,0.7362238764762878,3.1700000762939453,1.4841234683990479,356.7522888183594,5,-74.4347047,40.5207204
1771525756615677000,25.569677001953124,8.575936317443848,0.2242923080921173,0.7427229881286621,3.0940001010894775,1.4463026523590088,0.24945779144763947,5,-74.4347001,40.5207243
1771525756889679000,25.84367919921875,7.201403617858887,0.2242923080921173,0.7427229881286621,3.0889999866485596,1.4441741704940796,1.8765610456466675,5,-74.4346975,40.5207286
1771525757430331000,26.384330810546874,8.98953628540039,0.26353538036346436,0.7427229881286621,3.0829999446868896,1.4440521001815796,5.76162576675415,5,-74.4346954,40.5207366
1771525757435388400,26.389388427734374,9.058867454528809,0.26353538036346436,0.638854444026947,3.0820000171661377,1.444075107574463,6.637078285217285,4.300000190734863,-74.4346938,40.5207375
1771525757615419100,26.569419189453125,9.258502006530762,0.21335427463054657,0.6399072408676147,3.0769999027252197,1.3840667009353638,9.368987083435059,4.300000190734863,-74.4346883,40.5207436
1771525757911353600,26.865353515625,8.975327491760254,0.21335427463054657,0.6399072408676147,3.065000057220459,1.3838870525360107,10.776993751525879,4.300000190734863,-74.4346875,40.5207438
1771525758421989600,27.37598974609375,8.985433578491211,0.2591622769832611,0.6399072408676147,3.0789999961853027,1.3810895681381226,11.398246765136719,4.300000190734863,-74.4346858,40.5207492
1771525758615428900,27.569428955078124,9.118497848510742,0.20458289980888367,0.6464208364486694,3.0769999027252197,1.5569560527801514,13.579919815063477,4.300000190734863,-74.4346833,40.5207518
1771525758911874800,27.865874755859377,9.28920841217041,0.20458289980888367,0.6464208364486694,3.0969998836517334,1.5679473876953125,14.779170036315918,4.300000190734863,-74.4346809,40.5207563
1771525759459364900,28.41336474609375,9.102197647094727,0.23900818824768066,0.6464208364486694,3.131999969482422,1.5681923627853394,18.664417266845703,4.300000190734863,-74.4346771,40.5207645
1771525759615222000,28.569221923828124,9.60727596282959,0.22503817081451416,0.6529157757759094,3.1659998893737793,1.460439682006836,19.704254150390625,4.300000190734863,-74.4346752,40.5207659
1771525759910263000,28.864262939453123,9.581984519958496,0.22503817081451416,0.6529157757759094,3.2130000591278076,1.4508779048919678,21.625049591064453,4.300000190734863,-74.4346727,40.5207694
1771525760430000400,29.38400048828125,9.80515193939209,0.26654544472694397,0.6529157757759094,3.2850000858306885,1.4516736268997192,24.558778762817383,4.300000190734863,-74.4346686,40.5207759
1771525760615270700,29.569270751953123,11.778557777404785,0.21635010838508606,0.6594197750091553,3.3329999446868896,1.4011086225509644,27.14589500427246,4.300000190734863,-74.4346651,40.5207768
1771525760911227400,29.865227294921876,11.771607398986816,0.21635010838508606,0.6594197750091553,3.3919999599456787,1.3975461721420288,28.680524826049805,4.300000190734863,-74.4346614,40.5207796
1771525761369637000,30.32363720703125,12.011225700378418,0.2574114501476288,0.6594197750091553,3.4820001125335693,1.4037152528762817,30.37173080444336,4.300000190734863,-74.4346565,40.5207847
1771525761615745000,30.5697451171875,12.300580978393555,0.20626501739025116,0.665930449962616,3.5899999141693115,1.3966314792633057,32.94831466674805,4.300000190734863,-74.4346515,40.5207858
1771525761894855000,30.84885498046875,12.288081169128418,0.20626501739025116,0.665930449962616,3.687999963760376,1.3967678546905518,33.26498031616211,4.300000190734863,-74.4346473,40.520788
1771525762390943700,31.34494384765625,12.428995132446289,0.24999527633190155,0.665930449962616,3.753000020980835,1.3941158056259155,32.98891067504883,4.300000190734863,-74.4346414,40.5207932
1771525762615443000,31.56944287109375,10.2120361328125,0.19737234711647034,0.6724454164505005,3.9089999198913574,1.3789945840835571,36.290340423583984,4.300000190734863,-74.4346351,40.5207937
1771525762871131000,31.825130859375,10.353620529174805,0.19737234711647034,0.6724454164505005,3.9619998931884766,1.3785285949707031,36.08591079711914,4.300000190734863,-74.4346302,40.5207955
1771525763411958800,32.365958740234376,12.02029800415039,0.23271821439266205,0.6724454164505005,4.0879998207092285,1.379282832145691,35.12458419799805,4.300000190734863,-74.4346232,40.5208009
1771525763615321300,32.5693212890625,10.093374252319336,0.19664470851421356,0.6789301037788391,4.177000045776367,1.3759657144546509,37.80807113647461,4.300000190734863,-74.4346163,40.5208003
1771525763890667500,32.84466748046875,9.568406105041504,0.19664470851421356,0.6789301037788391,4.2779998779296875,1.376046895980835,37.294376373291016,4.300000190734863,-74.4346107,40.5208017
1771525764393824800,33.34782470703125,9.927226066589355,0.23380357027053833,0.6789301037788391,4.38700008392334,1.36570405960083,35.22997283935547,4.300000190734863,-74.4346036,40.5208064
1771525764615252700,33.56925268554688,9.422911643981934,0.20726944506168365,0.6881301999092102,4.504000186920166,1.3718817234039307,37.00613784790039,4.300000190734863,-74.4345964,40.5208062
1771525764915072500,33.86907250976562,9.388059616088867,0.20726944506168365,0.6881301999092102,4.563000202178955,1.3723493814468384,35.665157318115234,4.300000190734863,-74.4345906,40.5208081
1771525765411784000,34.36578393554687,9.430842399597168,0.24023112654685974,0.6881301999092102,4.579999923706055,1.3734471797943115,35.32267379760742,4.300000190734863,-74.4345836,40.520813
1771525765615899100,34.569899169921875,9.41305923461914,0.19857622683048248,0.6946344375610352,4.639999866485596,1.372391939163208,38.09381103515625,4.300000190734863,-74.434577,40.5208129
1771525765937747200,34.89174731445313,9.107571601867676,0.19857622683048248,0.6946344375610352,4.65500020980835,1.3725173473358154,39.42482376098633,4.300000190734863,-74.4345709,40.520815
1771525766415579000,35.36957885742188,9.122861862182617,0.2306717187166214,0.6946344375610352,4.666999816894531,1.3719847202301025,41.39665222167969,4.300000190734863,-74.4345635,40.5208194
1771525766615763700,35.569763671875,8.342750549316406,0.21277594566345215,0.7011335492134094,4.5920000076293945,1.3501254320144653,49.51178741455078,4.300000190734863,-74.4345538,40.5208152
1771525766931599400,35.88559936523438,6.825065612792969,0.21277594566345215,0.7011335492134094,4.517000198364258,1.3498233556747437,50.32917785644531,4.300000190734863,-74.4345454,40.5208143
1771525767413059000,36.36705908203125,7.1377668380737305,0.24999023973941803,0.7011335492134094,4.440000057220459,1.3453336954116821,50.58387756347656,4.300000190734863,-74.4345362,40.5208164
1771525767615562200,36.569562255859374,6.188340187072754,0.194647878408432,0.7076322436332703,4.328999996185303,1.3109127283096313,55.671390533447266,4.300000190734863,-74.4345293,40.5208134
1771525767951772000,36.90577197265625,6.104166030883789,0.194647878408432,0.7076322436332703,4.211999893188477,1.310128927230835,56.5583381652832,4.300000190734863,-74.4345221,40.5208131
1771525768472222700,37.42622265625,6.455899238586426,0.23374320566654205,0.7076322436332703,4.073999881744385,1.3157838582992554,59.142250061035156,4.300000190734863,-74.4345129,40.5208152
1771525768615534000,37.5695341796875,6.026680946350098,0.20326752960681915,0.7141320109367371,3.9590001106262207,1.1973297595977783,61.64044952392578,4.300000190734863,-74.4345084,40.5208135
1771525769615951600,38.56995166015625,6.196245193481445,0.2028231918811798,0.7206347584724426,3.690000057220459,0.8797343969345093,67.69300842285156,4.300000190734863,-74.4344915,40.5208126
1771525770615746800,39.56974682617187,5.981530666351318,0.23672908544540405,0.7271333932876587,3.4590001106262207,0.5533694624900818,71.72139739990234,4.300000190734863,-74.4344795,40.5208105
1771525771615740400,40.56974047851563,7.035920143127441,0.19912682473659515,0.7336333990097046,3.11899995803833,0.24545560777187347,72.2437515258789,4.300000190734863,-74.4344723,40.5208088
1771525772616000500,41.57000048828125,9.299548149108887,0.14614924788475037,0.7401350736618042,3,0.12248008698225021,55.59197998046875,4.300000190734863,-74.4344689,40.5208063
1771525773299384000,42.253384033203126,10.028717041015625,0.16456852853298187,0.6385470032691956,3,0.15408936142921448,46.47172546386719,4.400000095367432,-74.4344672,40.5208055
1771525773615383000,42.569383056640625,0,0.10075440257787704,0.6401103734970093,3,0.08074524253606796,0,4.400000095367432,-74.4344676,40.5208041
1771525774615768300,43.56976831054688,0,0.09547983855009079,0.6466172337532043,3,0.06332159042358398,0,5,-74.4344675,40.5208031
