time,seconds_elapsed,z,y,x
1771873899166889200,0.13488916015625,9.927556991577148,-0.03890577703714371,-0.181959331035614
1771873899186890000,0.154889892578125,9.917980194091797,-0.048482585698366165,-0.22026655077934265
1771873899196891600,0.1648916015625,9.836577415466309,-0.03890577703714371,-0.22026655077934265
1771873899206894300,0.174894287109375,9.793481826782227,-0.03411737456917763,-0.2585737705230713
1771873899216898000,0.18489794921875,9.81263542175293,-0.03411737456917763,-0.2346317619085312
1771873899226903000,0.194903076171875,9.865307807922363,-0.03890577703714371,-0.1628057211637497
1771873899236909000,0.204908935546875,9.90361499786377,-0.04369417950510979,-0.1149216815829277
1771873899246916400,0.214916259765625,9.927556991577148,-0.04369417950510979,-0.11013327538967133
1771873899256924700,0.224924560546875,9.894038200378418,-0.04369417950510979,-0.12449848651885986
1771873899266933800,0.234933837890625,9.855731010437012,-0.03890577703714371,-0.14844051003456116
1771873899276943600,0.244943603515625,9.841365814208984,-0.03890577703714371,-0.17717093229293823
1771873899286954200,0.254954345703125,9.841365814208984,-0.0293289702385664,-0.19632454216480255
1771873899296964900,0.26496484375,9.870096206665039,-0.03890577703714371,-0.19153612852096558
1771873899306976000,0.27497607421875,9.894038200378418,-0.04369417950510979,-0.181959331035614
1771873899316986400,0.284986328125,9.889249801635742,-0.04369417950510979,-0.19632454216480255
1771873899326992600,0.29499267578125,9.874884605407715,-0.048482585698366165,-0.2059013396501541
1771873899336998700,0.30499853515625,9.850942611694336,-0.03890577703714371,-0.20111294090747833
1771873899347004700,0.315004638671875,9.84615421295166,-0.03411737456917763,-0.2059013396501541
1771873899357010700,0.3250107421875,9.860519409179688,-0.048482585698366165,-0.181959331035614
1771873899367016700,0.3350166015625,9.870096206665039,-0.03890577703714371,-0.17238251864910126
1771873899377022700,0.345022705078125,9.874884605407715,-0.03890577703714371,-0.15322890877723694
1771873899387028700,0.35502880859375,9.870096206665039,-0.03890577703714371,-0.13407529890537262
1771873899397034800,0.36503466796875,9.87967300415039,-0.03890577703714371,-0.15322890877723694
1771873899407041000,0.375041015625,9.865307807922363,-0.03890577703714371,-0.15322890877723694
1771873899417047000,0.385047119140625,9.860519409179688,-0.03890577703714371,-0.1628057211637497
1771873899427053000,0.395052978515625,9.865307807922363,-0.04369417950510979,-0.1628057211637497
1771873899437059000,0.40505908203125,9.870096206665039,-0.048482585698366165,-0.1628057211637497
1771873899447065000,0.415065185546875,9.874884605407715,-0.03890577703714371,-0.17238251864910126
1771873899457071000,0.425071044921875,9.870096206665039,-0.04369417950510979,-0.20111294090747833
1771873899467077000,0.4350771484375,9.865307807922363,-0.03890577703714371,-0.22026655077934265
1771873899477083100,0.445083251953125,9.855731010437012,-0.03890577703714371,-0.22026655077934265
1771873899487089200,0.455089111328125,9.860519409179688,-0.03890577703714371,-0.19153612852096558
1771873899497095200,0.46509521484375,9.860519409179688,-0.03890577703714371,-0.17717093229293823
1771873899507101400,0.475101318359375,9.870096206665039,-0.04369417950510979,-0.15801730751991272
1771873899517107500,0.485107421875,9.87967300415039,-0.04369417950510979,-0.14365209639072418
1771873899527113500,0.495113525390625,9.874884605407715,-0.04369417950510979,-0.14844051003456116
1771873899537119500,0.505119384765625,9.870096206665039,-0.03890577703714371,-0.17238251864910126
1771873899547125500,0.51512548828125,9.860519409179688,-0.03890577703714371,-0.17717093229293823
1771873899557131500,0.525131591796875,9.855731010437012,-0.03890577703714371,-0.17717093229293823
1771873899567137500,0.535137451171875,9.865307807922363,-0.04369417950510979,-0.17717093229293823
1771873899577143600,0.5451435546875,9.874884605407715,-0.03890577703714371,-0.19153612852096558
1771873899587149600,0.555149658203125,9.870096206665039,-0.03890577703714371,-0.1867477297782898
1771873899597155600,0.565155517578125,9.860519409179688,-0.04369417950510979,-0.181959331035614
1771873899607161900,0.575161865234375,9.865307807922363,-0.03411737456917763,-0.16759411990642548
1771873899617168000,0.58516796875,9.870096206665039,-0.03890577703714371,-0.1628057211637497
1771873899627174000,0.595173828125,9.860519409179688,-0.03890577703714371,-0.15801730751991272
1771873899637180000,0.605179931640625,9.874884605407715,-0.048482585698366165,-0.15322890877723694
1771873899647186000,0.61518603515625,9.874884605407715,-0.048482585698366165,-0.15322890877723694
1771873899657192000,0.62519189453125,9.870096206665039,-0.04369417950510979,-0.1628057211637497
1771873899667198200,0.6351982421875,9.874884605407715,-0.03411737456917763,-0.1867477297782898
1771873899677204200,0.645204345703125,9.860519409179688,-0.03890577703714371,-0.19632454216480255
1771873899687210200,0.655210205078125,9.860519409179688,-0.048482585698366165,-0.2106897532939911
1771873899697216500,0.665216552734375,9.870096206665039,-0.03890577703714371,-0.20111294090747833
1771873899707222500,0.675222412109375,9.860519409179688,-0.03890577703714371,-0.181959331035614
1771873899717228500,0.685228515625,9.865307807922363,-0.04369417950510979,-0.14844051003456116
1771873899727234600,0.695234619140625,9.874884605407715,-0.03890577703714371,-0.14844051003456116
1771873899737240800,0.70524072265625,9.870096206665039,-0.04369417950510979,-0.15801730751991272
1771873899747246800,0.715246826171875,9.874884605407715,-0.03890577703714371,-0.17717093229293823
1771873899757252900,0.7252529296875,9.865307807922363,-0.03890577703714371,-0.1867477297782898
1771873899767259100,0.735259033203125,9.855731010437012,-0.04369417950510979,-0.19632454216480255
1771873899777265200,0.74526513671875,9.855731010437012,-0.03411737456917763,-0.19153612852096558
1771873899787271200,0.755271240234375,9.865307807922363,-0.03890577703714371,-0.17717093229293823
1771873899797277400,0.76527734375,9.874884605407715,-0.03890577703714371,-0.17717093229293823
1771873899807283500,0.775283447265625,9.865307807922363,-0.048482585698366165,-0.17238251864910126
1771873899817289500,0.78528955078125,9.874884605407715,-0.03890577703714371,-0.181959331035614
1771873899827295500,0.79529541015625,9.865307807922363,-0.03890577703714371,-0.17717093229293823
1771873899837301800,0.8053017578125,9.860519409179688,-0.03890577703714371,-0.1628057211637497
1771873899847307800,0.815307861328125,9.855731010437012,-0.03890577703714371,-0.15801730751991272
1771873899857313800,0.825313720703125,9.874884605407715,-0.03890577703714371,-0.15322890877723694
1771873899867320000,0.835320068359375,9.874884605407715,-0.03890577703714371,-0.15801730751991272
1771873899877326000,0.845326171875,9.870096206665039,-0.03890577703714371,-0.17717093229293823
1771873899887332000,0.85533203125,9.865307807922363,-0.03411737456917763,-0.19153612852096558
1771873899897338400,0.86533837890625,9.865307807922363,-0.03890577703714371,-0.19632454216480255
1771873899907344400,0.875344482421875,9.865307807922363,-0.04369417950510979,-0.2059013396501541
1771873899917350400,0.885350341796875,9.870096206665039,-0.03890577703714371,-0.20111294090747833
1771873899927356400,0.8953564453125,9.865307807922363,-0.03890577703714371,-0.16759411990642548
1771873899937362700,0.90536279296875,9.865307807922363,-0.04369417950510979,-0.16759411990642548
1771873899947368700,0.91536865234375,9.860519409179688,-0.053270988166332245,-0.16759411990642548
1771873899957374700,0.925374755859375,9.870096206665039,-0.04369417950510979,-0.17238251864910126
1771873899967381000,0.935381103515625,9.870096206665039,-0.03890577703714371,-0.17238251864910126
1771873899977387000,0.945386962890625,9.865307807922363,-0.04369417950510979,-0.17238251864910126
1771873899987393000,0.95539306640625,9.855731010437012,-0.04369417950510979,-0.17238251864910126
1771873899997399300,0.9653994140625,9.860519409179688,-0.04369417950510979,-0.16759411990642548
